Sample_ID,Plant_Material,UV_Visible,SEM,TEM,EDAX,XRD,Particle_Size,Antifungal_Activity,Antibacterial_Activity,Antioxidant_Activity,Anti_Inflammatory_Activity
2110,Smilax Zeylanica leaves,689.17,67.67,8.75,72.18,20.89,58.21,1,1,1,0
2111,Smilax Zeylanica leaves,509.75,11.12,8.98,83.92,79.73,34.16,1,0,1,1
2112,Smilax Zeylanica leaves,630.44,66.57,4.99,19.08,60.77,28.18,1,1,0,1
2113,Smilax Zeylanica leaves,610.79,51.72,1.57,23.63,65.84,39.79,1,1,0,1
2114,Smilax Zeylanica leaves,205.05,73.86,3.56,7.15,69.49,18.09,0,1,0,1
2115,Smilax Zeylanica leaves,499.91,34.62,6.25,15.29,45.51,15.43,0,0,0,0
2116,Smilax Zeylanica leaves,581.76,66.76,2.88,10.62,37.13,49.45,1,1,0,0
2117,Smilax Zeylanica leaves,274.56,59.2,7.92,8.53,70.46,18.59,0,1,0,1
2118,Smilax Zeylanica leaves,673.39,22.0,6.61,75.95,20.86,3.36,1,0,1,0
2119,Smilax Zeylanica leaves,237.58,74.52,1.21,19.95,22.58,6.08,0,1,0,0
2120,Smilax Zeylanica leaves,562.5,58.71,6.49,45.56,26.72,54.04,1,1,0,0
2121,Smilax Zeylanica leaves,620.63,92.39,8.54,65.17,51.18,92.91,1,1,1,1
2122,Smilax Zeylanica leaves,515.27,65.77,7.73,66.86,68.5,24.27,1,1,1,1
2123,Smilax Zeylanica leaves,272.39,92.66,2.0,3.88,57.21,93.62,0,1,0,1
2124,Smilax Zeylanica leaves,501.14,41.45,9.63,66.12,27.58,17.64,1,0,1,0
2125,Smilax Zeylanica leaves,507.9,50.95,3.47,49.66,53.48,71.4,1,1,0,1
2126,Smilax Zeylanica leaves,582.41,79.67,6.63,11.45,68.11,11.68,1,1,0,1
2127,Smilax Zeylanica leaves,645.76,47.99,5.23,56.07,73.08,58.35,1,0,1,1
2128,Smilax Zeylanica leaves,331.09,83.08,3.45,28.93,46.48,15.32,0,1,0,0
2129,Smilax Zeylanica leaves,250.71,75.06,5.0,53.31,52.25,33.54,0,1,1,1
2130,Smilax Zeylanica leaves,462.84,76.32,5.28,54.85,47.33,6.93,0,1,1,0
2131,Smilax Zeylanica leaves,297.44,12.75,9.67,66.45,48.65,82.82,0,0,1,0
2132,Smilax Zeylanica leaves,250.93,22.74,6.57,98.29,31.07,45.5,0,0,1,0
2133,Smilax Zeylanica leaves,201.72,77.46,4.8,4.66,34.84,14.77,0,1,0,0
2134,Smilax Zeylanica leaves,791.51,38.68,4.99,18.31,22.18,13.3,1,0,0,0
2135,Smilax Zeylanica leaves,488.25,83.13,4.87,8.96,77.08,47.82,0,1,0,1
2136,Smilax Zeylanica leaves,456.74,17.18,4.89,98.95,44.47,64.34,0,0,1,0
2137,Smilax Zeylanica leaves,292.56,91.15,6.05,16.43,39.42,91.85,0,1,0,0
2138,Smilax Zeylanica leaves,617.07,53.37,8.61,52.7,68.5,74.74,1,1,1,1
2139,Smilax Zeylanica leaves,268.54,23.19,9.1,39.08,62.15,10.59,0,0,0,1
2140,Smilax Zeylanica leaves,319.42,42.55,7.17,17.44,53.47,94.65,0,0,0,1
2141,Smilax Zeylanica leaves,710.05,33.16,7.18,91.85,39.05,12.67,1,0,1,0
2142,Smilax Zeylanica leaves,625.77,69.82,4.21,98.89,29.55,38.26,1,1,1,0
2143,Smilax Zeylanica leaves,276.36,22.05,6.42,31.68,67.28,21.72,0,0,0,1
2144,Smilax Zeylanica leaves,762.19,51.59,3.25,93.0,50.63,39.41,1,1,1,1
2145,Smilax Zeylanica leaves,243.77,10.66,3.3,44.07,48.68,48.27,0,0,0,0
2146,Smilax Zeylanica leaves,482.77,76.61,6.18,89.82,70.31,35.43,0,1,1,1
2147,Smilax Zeylanica leaves,688.2,60.93,4.5,73.89,74.41,24.01,1,1,1,1
2148,Smilax Zeylanica leaves,631.58,59.44,7.97,41.58,44.77,15.61,1,1,0,0
2149,Smilax Zeylanica leaves,323.83,34.61,8.37,2.41,79.74,65.12,0,0,0,1
2150,Smilax Zeylanica leaves,212.61,37.15,8.02,80.8,34.86,61.78,0,0,1,0
2151,Smilax Zeylanica leaves,455.25,85.74,4.17,41.02,53.27,62.11,0,1,0,1
2152,Smilax Zeylanica leaves,228.44,87.21,4.27,99.48,55.88,4.8,0,1,1,1
2153,Smilax Zeylanica leaves,345.94,95.02,9.06,14.34,21.57,29.22,0,1,0,0
2154,Smilax Zeylanica leaves,761.57,11.58,4.03,89.78,29.83,70.97,1,0,1,0
2155,Smilax Zeylanica leaves,308.09,51.08,8.23,70.62,21.34,77.88,0,1,1,0
2156,Smilax Zeylanica leaves,722.95,63.44,8.6,56.87,32.48,29.28,1,1,1,0
2157,Smilax Zeylanica leaves,482.2,46.32,5.97,3.59,43.45,14.14,0,0,0,0
2158,Smilax Zeylanica leaves,680.66,33.58,6.46,82.57,34.42,7.81,1,0,1,0
2159,Smilax Zeylanica leaves,555.99,73.68,9.33,53.64,50.36,94.03,1,1,1,1
2160,Smilax Zeylanica leaves,756.56,95.06,5.41,60.93,65.08,24.75,1,1,1,1
2161,Smilax Zeylanica leaves,381.63,54.67,5.14,97.4,26.58,75.84,0,1,1,0
2162,Smilax Zeylanica leaves,288.84,58.87,1.04,12.66,44.58,9.6,0,1,0,0
2163,Smilax Zeylanica leaves,286.1,16.91,7.77,63.94,55.59,4.38,0,0,1,1
2164,Smilax Zeylanica leaves,422.23,65.97,9.81,51.19,70.98,73.33,0,1,1,1
2165,Smilax Zeylanica leaves,579.74,67.71,7.7,99.04,55.02,61.54,1,1,1,1
2166,Smilax Zeylanica leaves,655.16,59.1,6.28,88.84,23.49,59.41,1,1,1,0
2167,Smilax Zeylanica leaves,277.87,23.56,6.19,61.49,79.29,81.6,0,0,1,1
2168,Smilax Zeylanica leaves,468.26,14.42,9.46,56.55,67.47,35.58,0,0,1,1
2169,Smilax Zeylanica leaves,329.87,74.03,4.47,23.93,49.99,39.32,0,1,0,0
2170,Smilax Zeylanica leaves,731.89,23.92,7.81,26.97,26.52,73.09,1,0,0,0
2171,Smilax Zeylanica leaves,585.46,62.49,7.04,18.63,64.82,35.55,1,1,0,1
2172,Smilax Zeylanica leaves,596.86,93.39,3.54,37.05,47.59,80.64,1,1,0,0
2173,Smilax Zeylanica leaves,717.71,69.26,5.69,56.88,59.98,80.53,1,1,1,1
2174,Smilax Zeylanica leaves,452.51,10.23,9.79,85.59,28.3,91.87,0,0,1,0
2175,Smilax Zeylanica leaves,678.74,73.56,8.46,11.24,49.45,73.37,1,1,0,0
2176,Smilax Zeylanica leaves,218.34,81.03,6.67,10.02,31.31,41.42,0,1,0,0
2177,Smilax Zeylanica leaves,692.98,64.78,2.42,61.6,77.53,95.9,1,1,1,1
2178,Smilax Zeylanica leaves,667.13,78.94,7.13,48.55,39.33,85.75,1,1,0,0
2179,Smilax Zeylanica leaves,584.94,17.08,9.28,17.42,54.19,82.84,1,0,0,1
2180,Smilax Zeylanica leaves,674.17,24.99,9.76,90.73,60.54,2.4,1,0,1,1
2181,Smilax Zeylanica leaves,775.93,29.88,9.88,36.6,53.65,94.75,1,0,0,1
2182,Smilax Zeylanica leaves,751.06,67.39,9.66,53.97,34.07,34.07,1,1,1,0
2183,Smilax Zeylanica leaves,241.49,51.74,9.29,9.37,26.73,37.93,0,1,0,0
2184,Smilax Zeylanica leaves,573.96,96.38,8.98,50.46,24.53,80.74,1,1,1,0
2185,Smilax Zeylanica leaves,417.81,82.32,4.8,5.72,25.39,97.59,0,1,0,0
2186,Smilax Zeylanica leaves,618.44,93.23,4.81,32.32,44.78,57.66,1,1,0,0
2187,Smilax Zeylanica leaves,315.53,25.33,9.3,16.2,74.42,99.85,0,0,0,1
2188,Smilax Zeylanica leaves,201.85,29.29,2.67,7.03,71.54,9.02,0,0,0,1
2189,Smilax Zeylanica leaves,743.12,43.06,5.69,93.36,74.53,58.29,1,0,1,1
2190,Smilax Zeylanica leaves,449.19,98.77,4.11,33.44,77.59,71.86,0,1,0,1
2191,Smilax Zeylanica leaves,397.87,71.16,1.84,82.96,47.3,16.69,0,1,1,0
2192,Smilax Zeylanica leaves,367.91,81.68,3.79,22.12,62.91,62.47,0,1,0,1
2193,Smilax Zeylanica leaves,253.24,75.92,4.79,58.54,71.13,6.86,0,1,1,1
2194,Smilax Zeylanica leaves,677.69,17.14,3.32,64.15,41.92,4.37,1,0,1,0
2195,Smilax Zeylanica leaves,653.61,18.58,6.8,30.06,38.41,13.78,1,0,0,0
2196,Smilax Zeylanica leaves,421.81,83.54,3.37,90.46,23.15,72.92,0,1,1,0
2197,Smilax Zeylanica leaves,726.39,32.57,8.94,67.01,38.37,58.56,1,0,1,0
2198,Smilax Zeylanica leaves,796.85,85.79,4.52,63.03,28.69,92.4,1,1,1,0
2199,Smilax Zeylanica leaves,608.33,62.84,5.6,85.27,43.11,73.52,1,1,1,0
2200,Smilax Zeylanica leaves,211.78,73.33,1.26,10.6,25.49,63.78,0,1,0,0
2201,Smilax Zeylanica leaves,581.06,95.56,8.05,4.27,46.0,28.89,1,1,0,0
2202,Smilax Zeylanica leaves,458.62,30.52,9.62,50.01,27.41,12.37,0,0,1,0
2203,Smilax Zeylanica leaves,780.96,47.81,2.76,28.26,55.61,38.69,1,0,0,1
2204,Smilax Zeylanica leaves,522.34,62.96,8.7,77.35,71.77,82.25,1,1,1,1
2205,Smilax Zeylanica leaves,528.6,78.79,7.91,68.43,43.79,56.79,1,1,1,0
2206,Smilax Zeylanica leaves,232.43,23.17,3.87,93.0,69.86,74.56,0,0,1,1
2207,Smilax Zeylanica leaves,738.42,74.09,6.09,13.59,65.12,1.87,1,1,0,1
2208,Smilax Zeylanica leaves,336.94,86.67,3.69,23.13,61.97,25.45,0,1,0,1
2209,Smilax Zeylanica leaves,646.77,67.83,7.04,95.96,33.62,67.96,1,1,1,0
2210,Smilax Zeylanica leaves,476.83,47.0,1.56,46.55,72.26,66.1,0,0,0,1
2211,Smilax Zeylanica leaves,626.75,84.08,6.1,56.84,64.85,19.12,1,1,1,1
2212,Smilax Zeylanica leaves,389.82,78.87,2.35,28.09,69.43,30.01,0,1,0,1
2213,Smilax Zeylanica leaves,481.38,41.93,7.31,80.1,68.91,27.94,0,0,1,1
2214,Smilax Zeylanica leaves,723.22,49.45,8.8,28.7,75.69,48.14,1,0,0,1
2215,Smilax Zeylanica leaves,533.02,81.41,2.95,24.87,63.19,6.6,1,1,0,1
2216,Smilax Zeylanica leaves,258.94,20.7,4.66,74.7,21.86,43.48,0,0,1,0
2217,Smilax Zeylanica leaves,563.65,41.73,4.8,53.98,48.27,13.4,1,0,1,0
2218,Smilax Zeylanica leaves,378.55,55.19,9.29,53.51,53.81,51.28,0,1,1,1
2219,Smilax Zeylanica leaves,791.63,63.39,3.16,51.17,64.69,47.95,1,1,1,1
2220,Smilax Zeylanica leaves,605.46,96.89,1.45,8.25,30.6,5.15,1,1,0,0
2221,Smilax Zeylanica leaves,211.18,70.54,4.49,86.02,51.52,6.34,0,1,1,1
2222,Smilax Zeylanica leaves,531.67,85.63,8.85,92.07,53.97,94.54,1,1,1,1
2223,Smilax Zeylanica leaves,252.84,36.64,9.35,95.26,62.32,80.18,0,0,1,1
2224,Smilax Zeylanica leaves,234.26,34.41,7.68,46.03,28.19,1.76,0,0,0,0
2225,Smilax Zeylanica leaves,316.04,48.43,5.72,36.93,62.54,54.72,0,0,0,1
2226,Smilax Zeylanica leaves,418.42,45.99,2.32,89.92,45.69,77.11,0,0,1,0
2227,Smilax Zeylanica leaves,320.65,60.53,3.56,30.36,28.59,58.82,0,1,0,0
2228,Smilax Zeylanica leaves,426.5,37.52,5.75,36.65,43.09,23.26,0,0,0,0
2229,Smilax Zeylanica leaves,468.29,25.46,6.9,61.11,54.38,17.48,0,0,1,1
2230,Smilax Zeylanica leaves,754.63,67.6,6.94,32.02,30.35,88.58,1,1,0,0
2231,Smilax Zeylanica leaves,424.18,49.78,5.29,32.97,55.33,29.19,0,0,0,1
2232,Smilax Zeylanica leaves,290.01,93.88,9.41,12.48,71.54,14.22,0,1,0,1
2233,Smilax Zeylanica leaves,728.15,73.03,1.47,75.1,71.19,48.71,1,1,1,1
2234,Smilax Zeylanica leaves,407.79,20.24,2.61,98.31,53.21,19.88,0,0,1,1
2235,Smilax Zeylanica leaves,464.82,85.09,1.49,23.53,32.22,92.22,0,1,0,0
2236,Smilax Zeylanica leaves,230.82,50.18,4.05,45.04,56.84,10.39,0,1,0,1
2237,Smilax Zeylanica leaves,464.87,34.53,6.27,56.41,68.53,66.46,0,0,1,1
2238,Smilax Zeylanica leaves,250.58,81.63,7.67,92.43,48.2,44.39,0,1,1,0
2239,Smilax Zeylanica leaves,479.91,52.35,1.81,40.11,36.99,85.39,0,1,0,0
2240,Smilax Zeylanica leaves,746.47,47.34,7.7,94.78,33.55,99.76,1,0,1,0
2241,Smilax Zeylanica leaves,575.1,37.9,9.42,98.85,64.73,74.09,1,0,1,1
2242,Smilax Zeylanica leaves,669.38,54.96,7.26,60.49,27.7,99.47,1,1,1,0
2243,Smilax Zeylanica leaves,409.97,97.36,4.53,55.59,32.92,76.39,0,1,1,0
2244,Smilax Zeylanica leaves,553.83,13.49,8.39,53.85,63.81,20.33,1,0,1,1
2245,Smilax Zeylanica leaves,771.0,29.15,8.33,42.05,64.32,67.16,1,0,0,1
2246,Smilax Zeylanica leaves,274.38,12.21,6.53,36.58,63.57,5.69,0,0,0,1
2247,Smilax Zeylanica leaves,667.36,92.33,2.99,9.31,61.81,99.14,1,1,0,1
2248,Smilax Zeylanica leaves,533.2,90.53,4.56,69.19,27.52,31.4,1,1,1,0
2249,Smilax Zeylanica leaves,556.4,20.81,6.34,15.46,58.01,6.04,1,0,0,1
2250,Smilax Zeylanica leaves,464.42,85.6,6.7,87.79,42.76,61.41,0,1,1,0
2251,Smilax Zeylanica leaves,790.58,17.71,2.44,88.48,31.2,61.26,1,0,1,0
2252,Smilax Zeylanica leaves,405.27,13.73,1.49,30.51,23.47,33.38,0,0,0,0
2253,Smilax Zeylanica leaves,427.85,56.45,7.04,63.31,35.97,38.0,0,1,1,0
2254,Smilax Zeylanica leaves,205.12,41.82,9.22,15.67,40.8,54.95,0,0,0,0
2255,Smilax Zeylanica leaves,662.8,50.62,9.03,34.75,60.34,19.38,1,1,0,1
2256,Smilax Zeylanica leaves,270.37,39.0,8.33,76.42,40.22,17.85,0,0,1,0
2257,Smilax Zeylanica leaves,553.36,89.82,1.23,52.91,30.55,32.62,1,1,1,0
2258,Smilax Zeylanica leaves,687.05,14.74,2.03,58.42,57.29,76.22,1,0,1,1
2259,Smilax Zeylanica leaves,444.37,77.86,8.09,13.48,30.59,34.77,0,1,0,0
2260,Smilax Zeylanica leaves,755.23,74.23,9.19,15.89,69.25,62.17,1,1,0,1
2261,Smilax Zeylanica leaves,462.61,21.21,6.34,71.17,72.24,16.36,0,0,1,1
2262,Smilax Zeylanica leaves,267.66,91.14,9.26,79.52,61.43,60.78,0,1,1,1
2263,Smilax Zeylanica leaves,764.14,49.47,8.22,31.73,34.68,42.73,1,0,0,0
2264,Smilax Zeylanica leaves,339.94,60.35,8.72,25.81,28.16,13.01,0,1,0,0
2265,Smilax Zeylanica leaves,330.83,73.72,8.75,58.97,79.58,89.1,0,1,1,1
2266,Smilax Zeylanica leaves,204.07,29.21,7.74,3.08,29.84,21.47,0,0,0,0
2267,Smilax Zeylanica leaves,648.63,61.82,5.72,30.94,35.12,41.56,1,1,0,0
2268,Smilax Zeylanica leaves,330.62,60.08,4.35,2.7,38.44,39.17,0,1,0,0
2269,Smilax Zeylanica leaves,673.72,10.11,9.09,10.54,74.93,20.12,1,0,0,1
2270,Smilax Zeylanica leaves,798.69,58.77,6.46,73.17,59.23,33.69,1,1,1,1
2271,Smilax Zeylanica leaves,425.49,74.63,8.28,67.29,29.98,15.96,0,1,1,0
2272,Smilax Zeylanica leaves,265.35,45.15,4.3,94.73,50.36,27.67,0,0,1,1
2273,Smilax Zeylanica leaves,679.97,17.97,7.35,91.13,51.25,22.82,1,0,1,1
2274,Smilax Zeylanica leaves,560.52,69.43,1.18,9.21,28.39,53.93,1,1,0,0
2275,Smilax Zeylanica leaves,468.25,18.82,9.08,83.51,59.58,34.91,0,0,1,1
2276,Smilax Zeylanica leaves,653.77,40.72,2.74,33.23,75.33,18.16,1,0,0,1
2277,Smilax Zeylanica leaves,208.04,98.48,2.69,88.97,75.35,87.45,0,1,1,1
2278,Smilax Zeylanica leaves,596.35,21.36,9.82,34.12,67.5,23.93,1,0,0,1
2279,Smilax Zeylanica leaves,651.74,69.15,1.84,77.94,54.8,86.15,1,1,1,1
2280,Smilax Zeylanica leaves,476.37,80.52,6.83,16.06,62.01,66.92,0,1,0,1
2281,Smilax Zeylanica leaves,458.89,19.83,3.19,17.38,24.2,80.01,0,0,0,0
2282,Smilax Zeylanica leaves,450.35,76.02,6.02,43.33,32.06,29.73,0,1,0,0
2283,Smilax Zeylanica leaves,715.64,57.94,8.61,33.3,43.48,59.36,1,1,0,0
2284,Smilax Zeylanica leaves,696.93,27.89,3.27,67.76,55.83,86.23,1,0,1,1
2285,Smilax Zeylanica leaves,301.54,91.53,7.42,62.29,66.25,96.0,0,1,1,1
2286,Smilax Zeylanica leaves,217.48,99.67,5.13,65.54,33.8,62.1,0,1,1,0
2287,Smilax Zeylanica leaves,627.16,97.5,1.97,41.58,46.27,67.91,1,1,0,0
2288,Smilax Zeylanica leaves,399.93,41.31,8.05,17.79,38.58,66.56,0,0,0,0
2289,Smilax Zeylanica leaves,400.62,37.1,5.21,89.75,51.53,24.89,0,0,1,1
2290,Smilax Zeylanica leaves,253.43,19.59,4.18,7.48,66.57,10.09,0,0,0,1
2291,Smilax Zeylanica leaves,418.19,31.27,4.2,61.43,57.12,84.48,0,0,1,1
2292,Smilax Zeylanica leaves,397.39,71.29,6.23,29.25,39.65,97.02,0,1,0,0
2293,Smilax Zeylanica leaves,675.97,96.53,7.71,1.55,30.31,31.48,1,1,0,0
2294,Smilax Zeylanica leaves,658.42,37.64,7.35,44.14,54.06,87.89,1,0,0,1
2295,Smilax Zeylanica leaves,626.48,22.93,4.53,95.17,41.96,93.92,1,0,1,0
2296,Smilax Zeylanica leaves,561.46,67.6,8.9,47.83,76.93,26.57,1,1,0,1
2297,Smilax Zeylanica leaves,593.38,55.94,4.48,45.54,69.01,80.14,1,1,0,1
2298,Smilax Zeylanica leaves,202.53,24.74,7.6,60.96,55.85,95.65,0,0,1,1
2299,Smilax Zeylanica leaves,476.25,30.2,9.56,19.61,27.05,51.97,0,0,0,0
2300,Smilax Zeylanica leaves,240.09,68.15,5.06,18.02,21.53,5.37,0,1,0,0
2301,Smilax Zeylanica leaves,678.9,98.49,1.73,7.65,37.85,90.17,1,1,0,0
2302,Smilax Zeylanica leaves,640.01,95.92,5.96,6.13,68.0,92.92,1,1,0,1
2303,Smilax Zeylanica leaves,599.55,19.66,5.86,55.47,51.69,13.76,1,0,1,1
2304,Smilax Zeylanica leaves,788.56,11.02,1.2,97.32,21.4,92.44,1,0,1,0
2305,Smilax Zeylanica leaves,278.19,68.22,4.8,79.79,48.87,42.64,0,1,1,0
2306,Smilax Zeylanica leaves,678.6,20.17,5.39,50.7,31.55,77.3,1,0,1,0
2307,Smilax Zeylanica leaves,434.55,35.34,4.3,53.97,50.3,3.93,0,0,1,1
2308,Smilax Zeylanica leaves,550.21,58.22,3.97,53.32,36.71,67.02,1,1,1,0
2309,Smilax Zeylanica leaves,614.33,21.2,9.54,32.55,50.16,45.88,1,0,0,1
2310,Smilax Zeylanica leaves,337.74,62.78,6.32,44.79,72.18,89.56,0,1,0,1
2311,Smilax Zeylanica leaves,756.26,11.59,6.14,47.15,67.98,62.77,1,0,0,1
2312,Smilax Zeylanica leaves,420.62,14.45,2.52,14.68,72.4,34.61,0,0,0,1
2313,Smilax Zeylanica leaves,225.34,12.34,8.04,73.05,23.12,32.68,0,0,1,0
2314,Smilax Zeylanica leaves,647.84,78.44,9.74,3.31,53.76,51.68,1,1,0,1
2315,Smilax Zeylanica leaves,316.31,42.99,4.7,76.08,21.72,88.81,0,0,1,0
2316,Smilax Zeylanica leaves,217.37,92.47,6.64,69.2,52.69,2.86,0,1,1,1
2317,Smilax Zeylanica leaves,427.16,96.27,7.14,35.94,47.79,72.75,0,1,0,0
2318,Smilax Zeylanica leaves,523.2,11.94,2.54,92.51,45.8,54.28,1,0,1,0
2319,Smilax Zeylanica leaves,351.75,24.65,9.81,68.33,50.07,83.62,0,0,1,1
2320,Smilax Zeylanica leaves,450.88,61.15,5.55,57.47,67.86,34.0,0,1,1,1
2321,Smilax Zeylanica leaves,275.2,64.63,2.19,31.58,71.85,88.23,0,1,0,1
2322,Smilax Zeylanica leaves,308.52,49.42,4.52,6.0,55.13,81.35,0,0,0,1
2323,Smilax Zeylanica leaves,253.03,52.36,7.7,99.3,77.32,97.63,0,1,1,1
2324,Smilax Zeylanica leaves,633.43,64.96,6.46,1.05,53.31,13.99,1,1,0,1
2325,Smilax Zeylanica leaves,735.89,19.1,5.91,43.24,34.4,75.21,1,0,0,0
2326,Smilax Zeylanica leaves,482.07,89.81,1.1,21.81,28.31,64.72,0,1,0,0
2327,Smilax Zeylanica leaves,376.75,71.04,7.97,56.09,42.52,54.98,0,1,1,0
2328,Smilax Zeylanica leaves,561.27,56.91,8.91,36.68,29.37,10.84,1,1,0,0
2329,Smilax Zeylanica leaves,557.38,23.21,3.1,95.98,22.23,54.76,1,0,1,0
2330,Smilax Zeylanica leaves,514.27,27.08,7.18,67.59,39.12,48.97,1,0,1,0
2331,Smilax Zeylanica leaves,402.32,30.24,4.32,91.3,62.48,28.92,0,0,1,1
2332,Smilax Zeylanica leaves,320.93,18.46,1.9,98.28,53.69,23.75,0,0,1,1
2333,Smilax Zeylanica leaves,442.03,93.49,8.59,53.22,55.19,69.93,0,1,1,1
2334,Smilax Zeylanica leaves,380.47,74.79,5.1,0.48,24.73,84.21,0,1,0,0
2335,Smilax Zeylanica leaves,714.22,93.18,4.51,33.89,25.73,26.94,1,1,0,0
2336,Smilax Zeylanica leaves,293.76,13.0,6.38,89.24,55.51,44.86,0,0,1,1
2337,Smilax Zeylanica leaves,726.64,83.85,6.3,48.93,73.05,22.45,1,1,0,1
2338,Smilax Zeylanica leaves,331.75,76.95,5.31,4.67,39.79,18.51,0,1,0,0
2339,Smilax Zeylanica leaves,493.55,39.7,5.27,8.97,48.54,99.9,0,0,0,0
2340,Smilax Zeylanica leaves,630.06,88.64,7.46,92.78,56.53,58.51,1,1,1,1
2341,Smilax Zeylanica leaves,567.3,18.39,8.29,71.52,20.52,39.37,1,0,1,0
2342,Smilax Zeylanica leaves,444.8,78.4,4.2,99.69,24.48,44.45,0,1,1,0
2343,Smilax Zeylanica leaves,608.14,21.06,7.42,31.97,53.26,12.27,1,0,0,1
2344,Smilax Zeylanica leaves,342.64,75.08,5.27,17.38,54.72,20.1,0,1,0,1
2345,Smilax Zeylanica leaves,311.12,26.64,6.94,43.08,70.95,90.32,0,0,0,1
2346,Smilax Zeylanica leaves,486.15,21.81,7.37,92.88,29.42,80.64,0,0,1,0
2347,Smilax Zeylanica leaves,631.14,33.98,9.76,55.58,34.07,30.58,1,0,1,0
2348,Smilax Zeylanica leaves,290.99,56.0,5.31,51.19,67.81,88.15,0,1,1,1
2349,Smilax Zeylanica leaves,358.54,41.9,3.43,4.6,37.15,81.01,0,0,0,0
2350,Smilax Zeylanica leaves,591.11,47.39,1.34,40.51,77.52,84.04,1,0,0,1
2351,Smilax Zeylanica leaves,375.4,48.48,2.5,77.06,35.55,39.43,0,0,1,0
2352,Smilax Zeylanica leaves,625.06,95.27,9.48,67.66,39.99,81.7,1,1,1,0
2353,Smilax Zeylanica leaves,406.89,77.21,1.32,83.06,30.15,50.58,0,1,1,0
2354,Smilax Zeylanica leaves,696.85,48.41,1.62,4.86,50.22,15.26,1,0,0,1
2355,Smilax Zeylanica leaves,414.47,79.39,1.57,76.19,70.28,1.65,0,1,1,1
2356,Smilax Zeylanica leaves,519.33,56.91,3.99,22.82,75.72,99.68,1,1,0,1
2357,Smilax Zeylanica leaves,593.61,11.81,5.94,47.05,51.55,89.08,1,0,0,1
2358,Smilax Zeylanica leaves,276.37,50.53,2.27,63.3,57.72,25.77,0,1,1,1
2359,Smilax Zeylanica leaves,248.31,41.66,9.42,40.24,59.9,35.03,0,0,0,1
2360,Smilax Zeylanica leaves,450.65,85.53,1.66,70.47,75.38,77.86,0,1,1,1
2361,Smilax Zeylanica leaves,213.4,97.4,8.99,78.02,41.3,67.6,0,1,1,0
2362,Smilax Zeylanica leaves,384.7,97.35,2.4,55.28,62.29,49.39,0,1,1,1
2363,Smilax Zeylanica leaves,433.93,75.61,5.47,35.57,56.66,67.83,0,1,0,1
2364,Smilax Zeylanica leaves,659.77,14.54,3.5,23.86,52.52,54.15,1,0,0,1
2365,Smilax Zeylanica leaves,392.84,95.97,8.61,2.78,36.34,27.83,0,1,0,0
2366,Smilax Zeylanica leaves,466.75,23.5,4.2,30.03,54.55,24.64,0,0,0,1
2367,Smilax Zeylanica leaves,433.27,99.28,8.27,42.2,76.23,75.71,0,1,0,1
2368,Smilax Zeylanica leaves,790.04,30.28,8.24,40.26,27.81,7.53,1,0,0,0
2369,Smilax Zeylanica leaves,722.97,63.88,9.44,9.28,45.73,6.71,1,1,0,0
2370,Smilax Zeylanica leaves,480.21,46.37,5.2,5.6,77.62,48.86,0,0,0,1
2371,Smilax Zeylanica leaves,667.38,29.11,2.84,7.56,21.96,36.4,1,0,0,0
2372,Smilax Zeylanica leaves,350.34,59.89,1.42,69.54,59.18,24.35,0,1,1,1
2373,Smilax Zeylanica leaves,672.54,55.57,1.54,75.9,27.78,70.92,1,1,1,0
2374,Smilax Zeylanica leaves,305.27,70.37,7.27,13.46,32.02,22.65,0,1,0,0
2375,Smilax Zeylanica leaves,453.47,55.18,9.11,40.71,72.72,27.68,0,1,0,1
2376,Smilax Zeylanica leaves,715.12,38.22,7.55,83.49,26.65,29.64,1,0,1,0
2377,Smilax Zeylanica leaves,349.38,13.47,1.71,90.67,50.06,78.96,0,0,1,1
2378,Smilax Zeylanica leaves,445.95,70.81,9.38,93.31,53.47,92.33,0,1,1,1
2379,Smilax Zeylanica leaves,291.77,18.82,4.67,27.43,65.8,2.17,0,0,0,1
2380,Smilax Zeylanica leaves,445.58,75.71,3.42,23.64,64.43,60.63,0,1,0,1
2381,Smilax Zeylanica leaves,316.27,52.4,3.28,96.37,60.5,29.57,0,1,1,1
2382,Smilax Zeylanica leaves,722.29,14.07,7.47,86.25,60.56,30.66,1,0,1,1
2383,Smilax Zeylanica leaves,459.49,92.78,7.7,80.39,41.38,85.59,0,1,1,0
2384,Smilax Zeylanica leaves,396.0,88.01,6.35,55.74,79.48,3.92,0,1,1,1
2385,Smilax Zeylanica leaves,469.15,15.35,7.24,53.03,35.22,37.04,0,0,1,0
2386,Smilax Zeylanica leaves,694.41,95.92,6.26,3.29,61.54,58.93,1,1,0,1
2387,Smilax Zeylanica leaves,796.07,20.16,1.61,42.06,45.46,59.69,1,0,0,0
2388,Smilax Zeylanica leaves,218.3,26.63,7.26,45.76,28.55,53.9,0,0,0,0
2389,Smilax Zeylanica leaves,662.18,72.57,6.49,1.38,59.15,29.49,1,1,0,1
2390,Smilax Zeylanica leaves,434.52,33.82,2.74,32.62,20.11,67.17,0,0,0,0
2391,Smilax Zeylanica leaves,637.38,92.47,9.13,94.8,46.54,84.82,1,1,1,0
2392,Smilax Zeylanica leaves,542.78,87.11,6.51,84.34,26.51,99.09,1,1,1,0
